Job Title,Company Name,Location,Publication Date,Categories,Experience Level,Job Link,Full/Part Time
"Senior Industrial Engineer, Warehouse Design - Remote",GXO,Flexible / Remote,2024-02-06T10:40:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gxo/senior-industrial-engineer-warehouse-design-remote-3210e0,
"IT Business Analyst, Salesforce",PURE Insurance,Flexible / Remote,2023-10-20T05:01:38Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/pureinsurance/it-business-analyst-salesforce-4b33b0,
Director of GTM Operations,Podium,Flexible / Remote,2023-08-20T10:01:10Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/podium/director-of-gtm-operations,
Machine Learning Science Manager,Zendesk,Flexible / Remote,2023-09-12T23:08:54Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/zendesk/machine-learning-science-manager,
Incident Handler,Atos,"Bydgoszcz, Poland, Flexible / Remote",2023-09-22T10:18:54Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atos/incident-handler,
Head of Service Enablement,Atlassian,"Austin, TX, Flexible / Remote, New York, NY, San Francisco, CA, Washington, DC",2023-11-23T01:39:52Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/head-of-service-enablement,
Sr CM Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/sr-cm-analyst-i-a3defe,
Junior Security Consultant PKI (m/w/d),Atos,"Munich, Germany",2023-08-23T10:19:46Z,Computer and IT,Entry Level,https://www.themuse.com/jobs/atos/junior-security-consultant-pki-mwd-dbc600,
Senior Machine Learning Engineer,Zendesk,Flexible / Remote,2024-01-31T23:09:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/senior-machine-learning-engineer-8cbed4,
Auditor to Lead Principal Auditor - Technology Application Audit- Vice President,Deutsche Bank,"Cary, NC, Flexible / Remote",2024-02-11T12:26:21Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/deutschebank/auditor-to-lead-principal-auditor-technology-application-audit-vice-president-a3565a,
"Lead Data Scientist, Insurance Industry - BCG X",Boston Consulting Group (BCG),"Berlin, Germany",2024-02-11T23:04:41Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/lead-data-scientist-insurance-industry-bcg-x-7dfd81,
"Senior Industrial Engineer, Warehouse Design - Remote",GXO,Flexible / Remote,2024-02-03T10:29:08Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gxo/senior-industrial-engineer-warehouse-design-remote-8d1948,
"Spécialiste de remboursement / Bilingual Reimbursement Specialist, Rare Diseases - 15 Month Contract",Cencora,Flexible / Remote,2024-02-06T23:17:54Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cencora/specialiste-de-remboursement-bilingual-reimbursement-specialist-rare-diseases-15-month-contract,
Data Architect (m/w/d),Atos,"Munich, Germany",2023-07-25T23:17:04Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atos/data-architect-mwd,
Government Contract Consulting - Manager,PwC,"Albany, NY, Atlanta, GA, Austin, TX, Baltimore, MD, Birmingham, AL, Boston, MA, Buffalo, NY, Charlotte, NC, Chicago, IL, Cincinnati, OH, Cleveland, OH, Columbia, SC, Columbus, OH, Dallas, TX, Darien, CT, Denver, CO, Des Moines, IA, Detroit, MI, Fayetteville, AR, Flexible / Remote, Florham Park, NJ, Fort Worth, TX, Grand Rapids, MI, Greensboro, NC, Hartford, CT, Houston, TX, Indianapolis, IN, Irvine, CA, Jacksonville, FL, Kansas City, MO, Las Vegas, NV, Little Rock, AR, Los Angeles, CA, Louisville, KY, Melville, NY, Miami, FL, Milwaukee, WI, Minneapolis, MN, Nashville, TN, New Orleans, LA, New York, NY, Oklahoma City, OK, Philadelphia, PA, Phoenix, AZ, Pittsburgh, PA, Portland, OR, Raleigh, NC, Richmond, VA, Rochester, MA, Rosemont, IL, Sacramento, CA, Salt Lake City, UT, San Antonio, TX, San Diego, CA, San Francisco, CA, San Juan, Puerto Rico, Seattle, WA, Silicon Valley, CA, Spartanburg, SC, Tampa, FL, Toledo, OH, Tulsa, OK, Washington, DC, Waterbury, VT, West Palm Beach, FL",2023-12-20T12:43:32Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pwc/government-contract-consulting-manager-ed1d07,
Cyber Security Consultant- Zero Trust,World Wide Technology,Flexible / Remote,2024-02-02T23:12:36Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/worldwidetechnology/cyber-security-consultant-zero-trust,
"Security Advisor, Falcon Complete (Remote)",CrowdStrike,Flexible / Remote,2024-01-26T00:22:50Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/crowdstrike/security-advisor-falcon-complete-remote-234952,
Technology Support Specialist,White & Case,"Dusseldorf, Germany",2024-02-01T23:29:21Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/whitecase/technology-support-specialist,
Senior Manager (IT Procurement Category Lead),Humana,Flexible / Remote,2024-02-08T12:45:11Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/humana/senior-manager-it-procurement-category-lead,
Werkstudent (m/w/d) in der HR Administration (m/w/d),Atos,"Munich, Germany",2023-07-25T23:17:03Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atos/werkstudent-mwd-in-der-hr-administration-mwd-3628b7,
Real Time Designer (Temporary),Warner Bros. Discovery,Flexible / Remote,2024-01-16T00:42:40Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/warnerbrosdiscovery/real-time-designer-temporary,
Principal Data Scientist,Dropbox,Flexible / Remote,2024-01-11T12:11:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/dropbox/principal-data-scientist-0a6e33,
Client Analytics Support & Operations,Cencora,"Flexible / Remote, Plymouth Meeting, PA",2024-02-03T23:16:11Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cencora/client-analytics-support-operations,
Sr. Data Analyst with AWS Experience,CGI,Flexible / Remote,2024-01-27T10:40:22Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cgi/sr-data-analyst-with-aws-experience,
Product Strategy Analyst - Medicaid,Healthfirst,Flexible / Remote,2024-02-10T12:25:55Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/healthfirst/product-strategy-analyst-medicaid-035fcf,
Lead QA Analyst - Echtra Games,Zynga,"Flexible / Remote, Toronto, Canada",2023-12-07T23:07:16Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zynga/lead-qa-analyst-echtra-games-109209,
Senior Data Engineer (German Speaker),Publicis Sapient,"Frankfurt, Germany",2024-02-07T23:27:59Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/publicissapient/senior-data-engineer-german-speaker-6cf7b2,
Technical Support Engineer III - Data Security (DLP),Forcepoint,Flexible / Remote,2024-01-30T10:46:56Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/forcepoint/technical-support-engineer-iii-data-security-dlp,
"Specialist, Reporting Analyst",Nationwide Insurance,Flexible / Remote,2022-01-27T23:03:01Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/specialist-reporting-analyst,
"Manager, Accounts Payable",Snap,Flexible / Remote,2022-01-27T23:12:49Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/snap/manager-accounts-payable-7aac30,
Medical Analytics Data Engineer,Pfizer,"Bothell, WA, Boulder, CO, Cambridge, MA, Collegeville, PA, Flexible / Remote, Groton, CT, La Jolla, CA, Lake Forest, IL, Montreal, Canada, New York, NY",2024-02-03T10:43:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pfizer/medical-analytics-data-engineer,
Clin Data Team Lead,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/clin-data-team-lead-5a86fb,
Associate Data Analyst - COSTA RICA,World Wide Technology,Flexible / Remote,2023-12-07T23:15:18Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/worldwidetechnology/associate-data-analyst-costa-rica,
Project Support Coordinator,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-15176b,
IT Project (Senior) Manager,Atos,"Bydgoszcz, Poland, Flexible / Remote",2023-09-20T10:22:20Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/atos/it-project-senior-manager,
"Principal Data Engineer, Marketing & Growth Analytics (Remote)",CrowdStrike,Flexible / Remote,2024-02-01T00:09:23Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/principal-data-engineer-marketing-growth-analytics-remote,
Manager Data Science - German speaker,Publicis Sapient,"Munich, Germany",2024-01-05T23:39:12Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/publicissapient/manager-data-science-german-speaker-23326e,
Senior Staff Machine Learning Engineer,Liftoff,Flexible / Remote,2024-02-07T23:08:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/liftoff/senior-staff-machine-learning-engineer,
Data Engineer II,Zendesk,Flexible / Remote,2024-02-08T23:09:22Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/zendesk/data-engineer-ii-92cd01,
Product Data Analyst II (Fully Remote),ShiftKey,"Austin, TX, Flexible / Remote",2024-01-27T10:59:25Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/shiftkey/product-data-analyst-ii-fully-remote,
"Threat Analyst II (Remote, AUS)",CrowdStrike,Flexible / Remote,2024-02-02T00:04:07Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/crowdstrike/threat-analyst-ii-remote-aus-ce5349,
Consultants,TransUnion,Flexible / Remote,2023-12-07T12:30:33Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/transunion/consultants-e8b76a,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i-cdfc53,
Spécialiste principal du remboursement / Senior Bilingual Reimbursement Specialist,Cencora,Flexible / Remote,2024-02-02T23:18:34Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cencora/specialiste-principal-du-remboursement-senior-bilingual-reimbursement-specialist,
"Senior Analyst, Product Analytics",Zendesk,Flexible / Remote,2023-12-14T23:38:52Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/senior-analyst-product-analytics-57b9eb,
Senior Data Analyst,Gladly,Flexible / Remote,2023-12-06T23:05:32Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gladly/senior-data-analyst,
Oncology Data Specialist (ODS-C): Full-Time,Q-Centrix,Flexible / Remote,2024-01-10T23:02:14Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/qcentrix/oncology-data-specialist-odsc-fulltime,
Machine Learning Engineer II,Abnormal Security,Flexible / Remote,2024-01-18T23:09:20Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/abnormalsecurity/machine-learning-engineer-ii,
"Manager, Payment Integrity",Oscar Health,"Flexible / Remote, New York, NY",2024-02-05T23:06:28Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/oscarhealth/manager-payment-integrity,
Global Business Intelligence Manager OE (m/f/d) - limited until 30.09.2024 - REF48043F,Continental,"Hannover, Germany",2024-02-08T10:41:28Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/continental/global-business-intelligence-manager-oe-mfd-limited-until-30092024-ref48043f,
Senior IT Consultant (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Cologne, Germany",2024-02-11T23:04:42Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-it-consultant-mfd-bcg-platinion-2950e2,
System Architect (m/w/d),Atos,"Frankfurt, Germany",2023-09-19T10:21:25Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/atos/system-architect-mwd-5ebf32,
"Senior Product Designer, Central AI",Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-12T00:25:25Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-product-designer-central-ai-9e7093,
Workday Configuration Analyst,Snap,Flexible / Remote,2022-01-27T23:12:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/snap/workday-configuration-analyst-7f021d,
IT Architect (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Berlin, Germany",2024-02-11T23:04:42Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/it-architect-mfd-bcg-platinion,
Kundenberater*in / Verkaufsberater*in (m/w/d) in der Autovermietung,Avis,"Berlin, Germany",2024-01-31T11:43:43Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/avis/kundenberaterin-verkaufsberaterin-mwd-in-der-autovermietung-1fb89a,
Senior People Systems Manager,Cornerstone OnDemand,Flexible / Remote,2024-01-26T11:39:33Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/cornerstoneondemand/senior-people-systems-manager,
"Associate, Tech Governance",Oscar Health,"Flexible / Remote, New York, NY",2024-01-31T23:06:41Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/oscarhealth/associate-tech-governance,
"Manager, Analytics",Constellation Brands,"Chicago, IL, Flexible / Remote, Rochester, MA",2024-01-31T23:18:21Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/constellationbrands/manager-analytics,
Health Insurance Actuary - Manager,PwC,"Chicago, IL, Flexible / Remote, New York, NY, San Francisco, CA",2023-12-26T12:33:01Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pwc/health-insurance-actuary-manager-c66b5e,
Senior Sales & Client Manager Big Data & AI (m/w/d),Atos,"Stuttgart, Germany",2023-07-25T23:17:03Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atos/senior-sales-client-manager-big-data-ai-mwd-09685c,
"Market Manager, West",Taskrabbit,Flexible / Remote,2024-01-22T16:30:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/taskrabbit/market-manager-west-827992,
Senior Business Intelligence Engineer,Humana,Flexible / Remote,2024-02-10T12:27:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-business-intelligence-engineer-2a9e0e,
Business Systems Analyst ,GitLab,Flexible / Remote,2024-02-08T23:08:38Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/gitlab/business-systems-analyst,
Senior National Security Solution Architect - Cloud Programs,CDW,Flexible / Remote,2024-02-11T10:34:21Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/cdw/senior-national-security-solution-architect-cloud-programs,
"VP, Centralized Monitoring (US)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-us-50f824,
"Competitive Intelligence Analyst, Falcon for IT (Remote)",CrowdStrike,Flexible / Remote,2024-01-25T00:28:36Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/competitive-intelligence-analyst-falcon-for-it-remote,
"Sr. Cloud ML Engineer - Charlotte AI Team (Remote, ROU)",CrowdStrike,"Bucharest, Romania, Flexible / Remote",2024-02-10T00:02:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-cloud-ml-engineer-charlotte-ai-team-remote-rou,
"Business Analyst, Vice President - Hybrid, Jersey City, NY",MUFG,"Flexible / Remote, Jersey City, NJ",2023-03-22T11:49:22Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/mufg/business-analyst-vice-president-hybrid-jersey-city-ny,
Customer Care Delivery Specialist with German and English,Alight Solutions LLC,Flexible / Remote,2024-01-18T23:47:17Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/alightsolutionsllc/customer-care-delivery-specialist-with-german-and-english-89202f,
"Manager, Data Science (Remote)",CrowdStrike,Flexible / Remote,2024-01-20T00:21:03Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/manager-data-science-remote,
"Actuarial Consultant, PC",Nationwide Insurance,Flexible / Remote,2022-01-11T23:11:48Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/actuarial-consultant-pc,
Assistant CRA,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:30Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/assistant-cra-80e63f,
Senior Data Engineer,Zendesk,Flexible / Remote,2024-01-27T23:18:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/senior-data-engineer-d07251,
Principal Data & Analytics Consultant - Machine Learning/Artificial Intelligence (ML/AI) (m/f/d),EPAM Systems,"Frankfurt, Germany",2024-02-07T12:34:03Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/epamsystems/principal-data-analytics-consultant-machine-learningartificial-intelligence-mlai-mfd-0aab1d,
IT Architect (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Hamburg, Germany",2024-02-11T23:04:42Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/it-architect-mfd-bcg-platinion-649c53,
